input,title,answers,url
nullpointer,JavaScriptSerializer - JSON serialization of enum as string,found json net provides exact functionality looking attribute details available documentation places configure converter globally enum want enum always serialized deserialized string case anyone wants avoid attribute decoration add converter jsonserializer suggested bj rn egil work every enum sees serialization suggested travis jsonconverter suggested banana additionally control casing whether numbers still accepted using stringenumconverter namingstrategy boolean constructor,https://stackoverflow.com/questions/2441290
nullpointer,How to check if a string contains a substring in Bash,use marcus answer wildcards outside case statement use double brackets note spaces needle string need placed double quotes wildcards outside also note simple comparison operator used regex operator,https://stackoverflow.com/questions/229551
nullpointer,Break a previous commit into multiple commits,first start clean working directory show pending modifications deletions additions decide commit want split splitting recent commit split apart recent commit first commit pieces individually usual way producing many commits need splitting commit farther back requires rebasing rewriting history specify correct commit several choices three commits back many commits back farther back tree want count sha commit want split different branch feature branch want merge get rebase edit screen find commit want break apart beginning line replace short save buffer exit rebase stop commit want edit commit pieces individually usual way producing many commits need finally,https://stackoverflow.com/questions/6217156
nullpointer,What is the difference between call and apply?,difference lets invoke function array requires parameters listed explicitly useful mnemonic quot rray omma quot see mdn documentation apply call pseudo syntax also es possibility array use function see compatibilities sample code,https://stackoverflow.com/questions/1986896
nullpointer,How to insert an item into an array at a specific index (JavaScript),want function native array object insert specified deleting items first insert example create array add element index,https://stackoverflow.com/questions/586182
nullpointer,"What is the ""-->"" operator in C++?",operator fact two separate operators conditional code decrements returning original decremented value compares original value using operator better understand statement could written follows,https://stackoverflow.com/questions/1642028
nullpointer,How can I delete all of my Git stashes at once?,following command deletes stashes git documentation remove stashed states important warning states subject pruning may impossible recover,https://stackoverflow.com/questions/11369375
nullpointer,window.onload vs $(document).ready(),event occurs html document loaded event occurs later content images also loaded event standard event dom event specific jquery purpose event occur early possible document loaded code adds functionality elements page wait content load,https://stackoverflow.com/questions/3698200
nullpointer,How do you do block comments in YAML?,yaml supports inline comments support block comments wikipedia comments begin number sign start anywhere line continue end line comparison json also wikipedia syntax differences subtle seldom arise practice json allows extended charactersets like utf yaml requires space separators like comma equals colon json non standard implementations json extend grammar include javascript comments handling edge cases may require light pre processing json parsing line yaml,https://stackoverflow.com/questions/2276572
nullpointer,What does enctype='multipart/form-data' mean?,make post request encode data forms body request way html forms provide three methods encoding default work done adding abandoned encodings possible http requests generated using means html form submission json common format use web services still use soap specifics formats matter developers important points never use writing client side code use form includes elements otherwise use efficient writing server side code use prewritten form handling library perl one exposed php superglobal take care differences bother trying parse raw input received server sometimes find library handle formats node js popular library handling form data body parser cannot handle multipart requests documentation recommends alternatives writing debugging library parsing generating raw data need start worrying format might also want know interest sake less query string end url significantly complicated allows entire files included data example result found html specification introduced html useful debugging spec reliably interpretable computer would argue others combined tools like network panel developer tools browsers better,https://stackoverflow.com/questions/4526273
nullpointer,JavaScriptSerializer - JSON serialization of enum as string,found json net provides exact functionality looking attribute details available documentation places configure converter globally enum want enum always serialized deserialized string case anyone wants avoid attribute decoration add converter jsonserializer suggested bj rn egil work every enum sees serialization suggested travis jsonconverter suggested banana additionally control casing whether numbers still accepted using stringenumconverter namingstrategy boolean constructor,https://stackoverflow.com/questions/2441290
nullpointer,How to check if a string contains a substring in Bash,use marcus answer wildcards outside case statement use double brackets note spaces needle string need placed double quotes wildcards outside also note simple comparison operator used regex operator,https://stackoverflow.com/questions/229551
nullpointer,Break a previous commit into multiple commits,first start clean working directory show pending modifications deletions additions decide commit want split splitting recent commit split apart recent commit first commit pieces individually usual way producing many commits need splitting commit farther back requires rebasing rewriting history specify correct commit several choices three commits back many commits back farther back tree want count sha commit want split different branch feature branch want merge get rebase edit screen find commit want break apart beginning line replace short save buffer exit rebase stop commit want edit commit pieces individually usual way producing many commits need finally,https://stackoverflow.com/questions/6217156
nullpointer,What is the difference between call and apply?,difference lets invoke function array requires parameters listed explicitly useful mnemonic quot rray omma quot see mdn documentation apply call pseudo syntax also es possibility array use function see compatibilities sample code,https://stackoverflow.com/questions/1986896
,How to insert an item into an array at a specific index (JavaScript),want function native array object insert specified deleting items first insert example create array add element index,https://stackoverflow.com/questions/586182
,"What is the ""-->"" operator in C++?",operator fact two separate operators conditional code decrements returning original decremented value compares original value using operator better understand statement could written follows,https://stackoverflow.com/questions/1642028
,How can I delete all of my Git stashes at once?,following command deletes stashes git documentation remove stashed states important warning states subject pruning may impossible recover,https://stackoverflow.com/questions/11369375
,window.onload vs $(document).ready(),event occurs html document loaded event occurs later content images also loaded event standard event dom event specific jquery purpose event occur early possible document loaded code adds functionality elements page wait content load,https://stackoverflow.com/questions/3698200
,How do you do block comments in YAML?,yaml supports inline comments support block comments wikipedia comments begin number sign start anywhere line continue end line comparison json also wikipedia syntax differences subtle seldom arise practice json allows extended charactersets like utf yaml requires space separators like comma equals colon json non standard implementations json extend grammar include javascript comments handling edge cases may require light pre processing json parsing line yaml,https://stackoverflow.com/questions/2276572
,What does enctype='multipart/form-data' mean?,make post request encode data forms body request way html forms provide three methods encoding default work done adding abandoned encodings possible http requests generated using means html form submission json common format use web services still use soap specifics formats matter developers important points never use writing client side code use form includes elements otherwise use efficient writing server side code use prewritten form handling library perl one exposed php superglobal take care differences bother trying parse raw input received server sometimes find library handle formats node js popular library handling form data body parser cannot handle multipart requests documentation recommends alternatives writing debugging library parsing generating raw data need start worrying format might also want know interest sake less query string end url significantly complicated allows entire files included data example result found html specification introduced html useful debugging spec reliably interpretable computer would argue others combined tools like network panel developer tools browsers better,https://stackoverflow.com/questions/4526273
,JavaScriptSerializer - JSON serialization of enum as string,found json net provides exact functionality looking attribute details available documentation places configure converter globally enum want enum always serialized deserialized string case anyone wants avoid attribute decoration add converter jsonserializer suggested bj rn egil work every enum sees serialization suggested travis jsonconverter suggested banana additionally control casing whether numbers still accepted using stringenumconverter namingstrategy boolean constructor,https://stackoverflow.com/questions/2441290
,How to check if a string contains a substring in Bash,use marcus answer wildcards outside case statement use double brackets note spaces needle string need placed double quotes wildcards outside also note simple comparison operator used regex operator,https://stackoverflow.com/questions/229551
,Break a previous commit into multiple commits,first start clean working directory show pending modifications deletions additions decide commit want split splitting recent commit split apart recent commit first commit pieces individually usual way producing many commits need splitting commit farther back requires rebasing rewriting history specify correct commit several choices three commits back many commits back farther back tree want count sha commit want split different branch feature branch want merge get rebase edit screen find commit want break apart beginning line replace short save buffer exit rebase stop commit want edit commit pieces individually usual way producing many commits need finally,https://stackoverflow.com/questions/6217156
,What is the difference between call and apply?,difference lets invoke function array requires parameters listed explicitly useful mnemonic quot rray omma quot see mdn documentation apply call pseudo syntax also es possibility array use function see compatibilities sample code,https://stackoverflow.com/questions/1986896
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",Convert integer to string in Python,links documentation converts object string calling,https://stackoverflow.com/questions/961632
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do I lowercase a string in Python?,use,https://stackoverflow.com/questions/6797984
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How to generate a random alpha-numeric string,algorithm generate random string concatenate characters drawn randomly set acceptable symbols string reaches desired length implementation fairly simple flexible code generating random identifiers read information follows important application notes usage examples create insecure generator character identifiers create secure generator session identifiers create generator easy read codes printing strings longer full alphanumeric strings compensate using fewer symbols use session identifiers generating session identifiers likely unique good enough could use simple counter attackers hijack sessions predictable identifiers used tension length security shorter identifiers easier guess fewer possibilities longer identifiers consume storage bandwidth larger set symbols helps might cause encoding problems identifiers included urls entered hand underlying source randomness entropy session identifiers come random number generator designed cryptography however initializing generators sometimes computationally expensive slow effort made use possible use object identifiers every application requires security random assignment efficient way multiple entities generate identifiers shared space without coordination partitioning coordination slow especially clustered distributed environment splitting space causes problems entities end shares small big identifiers generated without taking measures make unpredictable protected means attacker might able view manipulate happens web applications separate authorization system protects objects whose identifier guessed attacker without access permission care must also taken use identifiers long enough make collisions unlikely given anticipated total number identifiers referred quot birthday paradox quot probability collision approximately number identifiers actually generated number distinct symbols alphabet length identifiers small number like less working shows chance collision among character identifiers probably less likely undetected errors cosmic rays etc comparison uuids according specification uuids designed unpredictable used session identifiers uuids standard format take lot space characters bits entropy bits quot random quot uuid selected randomly randomly chosen alphanumeric string packs entropy characters uuids flexible standardized structure layout chief virtue well main weakness collaborating outside party standardization offered uuids may helpful purely internal use inefficient,https://stackoverflow.com/questions/41107
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do I split a string in Java?,use appropriately named method note argument assumed regular expression remember escape special characters necessary characters special meanings backslash caret dollar sign period dot vertical bar pipe symbol question mark asterisk star plus sign opening parenthesis closing parenthesis opening square bracket opening curly brace special characters often called quot metacharacters quot instance split period dot means quot character quot regex use either backslash escape individual special character like use character class represent literal character like use escape entire string like test beforehand string contains certain character use note take regular expression use instead would like retain split character resulting parts make use positive lookaround case want split character end left hand side use positive lookbehind prefixing group pattern case want split character end right hand side use positive lookahead prefixing group pattern would like limit number resulting parts supply desired number nd argument method,https://stackoverflow.com/questions/3481828
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do I iterate over the words of a string?,use split string delimiter first puts results pre constructed vector second returns new vector note solution skip empty tokens following find items one empty,https://stackoverflow.com/questions/236129
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",Why does Java have transient fields?,keyword java used indicate field part serialization means saved like file process java language specification java se edition section fields variables may marked indicate part persistent state object example may fields derived fields done programmatically rather state persisted via serialization class contains image thumbnail derived image example thumbnail image generated invoking method field marked original serialized rather persisting original image thumbnail image means less storage would needed save serialized object course may may desirable depending requirements system example time deserialization method called perform operations necessary restore state object back state serialization occurred thumbnail needs generated method overridden thumbnail generated calling method additional information article discover secrets java serialization api originally available sun developer network section discusses use presents scenario keyword used prevent serialization certain fields,https://stackoverflow.com/questions/910374
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How can I convert a stack trace to a string?,use send stack trace appropriate writer,https://stackoverflow.com/questions/1149703
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How to check if the string is empty?,empty strings quot falsy quot python python reference means considered false boolean context preferred way know variable string variable could also type use see documentation truth value testing values false boolean contexts,https://stackoverflow.com/questions/9573244
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do I trim whitespace from a string?,remove whitespace surrounding string use examples note removes whitespace characters including tabs newlines remove spaces specify specific character remove argument remove one space,https://stackoverflow.com/questions/761804
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How to vertically align an image inside a div,best cross browser way know use helper elements solution http jsfiddle net kizu rpfa want extra element modern browsers mind using internet explorer expressions use pseudo element add internet explorer using convenient expression runs per element performance issues solution internet explorer http jsfiddle net kizu rpfa works two elements near align side get something like block fixed height another absolute unit set height inner blocks adding one block fixed height would align another element case vertically near,https://stackoverflow.com/questions/7273338
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",Convert integer to string in Python,links documentation converts object string calling,https://stackoverflow.com/questions/961632
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do I lowercase a string in Python?,use,https://stackoverflow.com/questions/6797984
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How to generate a random alpha-numeric string,algorithm generate random string concatenate characters drawn randomly set acceptable symbols string reaches desired length implementation fairly simple flexible code generating random identifiers read information follows important application notes usage examples create insecure generator character identifiers create secure generator session identifiers create generator easy read codes printing strings longer full alphanumeric strings compensate using fewer symbols use session identifiers generating session identifiers likely unique good enough could use simple counter attackers hijack sessions predictable identifiers used tension length security shorter identifiers easier guess fewer possibilities longer identifiers consume storage bandwidth larger set symbols helps might cause encoding problems identifiers included urls entered hand underlying source randomness entropy session identifiers come random number generator designed cryptography however initializing generators sometimes computationally expensive slow effort made use possible use object identifiers every application requires security random assignment efficient way multiple entities generate identifiers shared space without coordination partitioning coordination slow especially clustered distributed environment splitting space causes problems entities end shares small big identifiers generated without taking measures make unpredictable protected means attacker might able view manipulate happens web applications separate authorization system protects objects whose identifier guessed attacker without access permission care must also taken use identifiers long enough make collisions unlikely given anticipated total number identifiers referred quot birthday paradox quot probability collision approximately number identifiers actually generated number distinct symbols alphabet length identifiers small number like less working shows chance collision among character identifiers probably less likely undetected errors cosmic rays etc comparison uuids according specification uuids designed unpredictable used session identifiers uuids standard format take lot space characters bits entropy bits quot random quot uuid selected randomly randomly chosen alphanumeric string packs entropy characters uuids flexible standardized structure layout chief virtue well main weakness collaborating outside party standardization offered uuids may helpful purely internal use inefficient,https://stackoverflow.com/questions/41107
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do I split a string in Java?,use appropriately named method note argument assumed regular expression remember escape special characters necessary characters special meanings backslash caret dollar sign period dot vertical bar pipe symbol question mark asterisk star plus sign opening parenthesis closing parenthesis opening square bracket opening curly brace special characters often called quot metacharacters quot instance split period dot means quot character quot regex use either backslash escape individual special character like use character class represent literal character like use escape entire string like test beforehand string contains certain character use note take regular expression use instead would like retain split character resulting parts make use positive lookaround case want split character end left hand side use positive lookbehind prefixing group pattern case want split character end right hand side use positive lookahead prefixing group pattern would like limit number resulting parts supply desired number nd argument method,https://stackoverflow.com/questions/3481828
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do I iterate over the words of a string?,use split string delimiter first puts results pre constructed vector second returns new vector note solution skip empty tokens following find items one empty,https://stackoverflow.com/questions/236129
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",Why does Java have transient fields?,keyword java used indicate field part serialization means saved like file process java language specification java se edition section fields variables may marked indicate part persistent state object example may fields derived fields done programmatically rather state persisted via serialization class contains image thumbnail derived image example thumbnail image generated invoking method field marked original serialized rather persisting original image thumbnail image means less storage would needed save serialized object course may may desirable depending requirements system example time deserialization method called perform operations necessary restore state object back state serialization occurred thumbnail needs generated method overridden thumbnail generated calling method additional information article discover secrets java serialization api originally available sun developer network section discusses use presents scenario keyword used prevent serialization certain fields,https://stackoverflow.com/questions/910374
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How can I convert a stack trace to a string?,use send stack trace appropriate writer,https://stackoverflow.com/questions/1149703
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How to check if the string is empty?,empty strings quot falsy quot python python reference means considered false boolean context preferred way know variable string variable could also type use see documentation truth value testing values false boolean contexts,https://stackoverflow.com/questions/9573244
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do I trim whitespace from a string?,remove whitespace surrounding string use examples note removes whitespace characters including tabs newlines remove spaces specify specific character remove argument remove one space,https://stackoverflow.com/questions/761804
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How to vertically align an image inside a div,best cross browser way know use helper elements solution http jsfiddle net kizu rpfa want extra element modern browsers mind using internet explorer expressions use pseudo element add internet explorer using convenient expression runs per element performance issues solution internet explorer http jsfiddle net kizu rpfa works two elements near align side get something like block fixed height another absolute unit set height inner blocks adding one block fixed height would align another element case vertically near,https://stackoverflow.com/questions/7273338
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",Why does Java have transient fields?,keyword java used indicate field part serialization means saved like file process java language specification java se edition section fields variables may marked indicate part persistent state object example may fields derived fields done programmatically rather state persisted via serialization class contains image thumbnail derived image example thumbnail image generated invoking method field marked original serialized rather persisting original image thumbnail image means less storage would needed save serialized object course may may desirable depending requirements system example time deserialization method called perform operations necessary restore state object back state serialization occurred thumbnail needs generated method overridden thumbnail generated calling method additional information article discover secrets java serialization api originally available sun developer network section discusses use presents scenario keyword used prevent serialization certain fields,https://stackoverflow.com/questions/910374
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)","Is Java ""pass-by-reference"" or ""pass-by-value""?",terms quot pass value quot quot pass reference quot special precisely defined meanings computer science meanings differ intuition many people first hearing terms much confusion discussion seems come fact terms quot pass value quot quot pass reference quot talking variables pass value means value variable passed function method pass reference means reference variable passed function latter gives function way change contents variable definitions java always pass value unfortunately deal variables holding objects really dealing object handles called references passed value well terminology semantics easily confuse many beginners goes like example still return value within changed function object reference passed value passed reference would return call likewise example dog name call object name set inside operations performs practical purposes performed possible change value variable information pass reference pass value consult following answer https stackoverflow com explains thoroughly semantics history behind two also explains java many modern languages appear certain cases,https://stackoverflow.com/questions/40480
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do I efficiently iterate over each entry in a Java Map?,java,https://stackoverflow.com/questions/46898
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How can I concatenate two arrays in Java?,found one line solution good old apache commons lang library code,https://stackoverflow.com/questions/80476
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do I break out of nested loops in Java?,like answerers would definitely prefer put loops different method point return stop iterating completely answer shows requirements question met use label outer loop example prints,https://stackoverflow.com/questions/886955
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do I declare and initialize an array in Java?,either use array declaration array literal declare affect variable right away array literals cannot used assigning array primitive types classes example third way initializing useful declare array first initialize pass array function argument return array explicit type required,https://stackoverflow.com/questions/1200621
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How can I create a memory leak in Java?,good way create true memory leak objects inaccessible running code still stored memory pure java application creates long running thread use thread pool leak even faster thread loads class via optionally custom class allocates large chunk memory stores strong reference static field stores reference allocating extra memory optional leaking class instance enough make leak work much faster application clears references custom class loaded repeat due way implemented oracle jdk creates memory leak private field actually stores thread local values key map weak reference object object garbage collected entry removed map value strong reference value directly indirectly points object key object neither garbage collected removed map long thread lives example chain strong references looks like object map instance example class example class static field object really play role creating leak makes leak worse additional reference chain example class classes loaded even worse many jvm implementations especially prior java classes allocated straight permgen never garbage collected variation pattern application containers like tomcat leak memory like sieve frequently redeploy applications happen use way point back happen number subtle reasons often hard debug fix update since lots people keep asking example code shows behavior action,https://stackoverflow.com/questions/6470651
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",What's the simplest way to print a Java array?,since java use arrays within arrays note version calls object array output even decorated exact way asking examples simple array output nested array output array output array output,https://stackoverflow.com/questions/409784
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How to fix java.lang.UnsupportedClassVersionError: Unsupported major.minor version,version number shown describes version jre class file compatible reported major numbers source wikipedia fix actual problem try either run java code newer version java jre specify target parameter java compiler instruct compiler create code compatible earlier java versions example order generate class files compatible java use following command line newer versions java compiler likely get warning bootstrap class path set information error available blog post new javac warning setting older source without bootclasspath,https://stackoverflow.com/questions/10382929
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How to generate a random alpha-numeric string,algorithm generate random string concatenate characters drawn randomly set acceptable symbols string reaches desired length implementation fairly simple flexible code generating random identifiers read information follows important application notes usage examples create insecure generator character identifiers create secure generator session identifiers create generator easy read codes printing strings longer full alphanumeric strings compensate using fewer symbols use session identifiers generating session identifiers likely unique good enough could use simple counter attackers hijack sessions predictable identifiers used tension length security shorter identifiers easier guess fewer possibilities longer identifiers consume storage bandwidth larger set symbols helps might cause encoding problems identifiers included urls entered hand underlying source randomness entropy session identifiers come random number generator designed cryptography however initializing generators sometimes computationally expensive slow effort made use possible use object identifiers every application requires security random assignment efficient way multiple entities generate identifiers shared space without coordination partitioning coordination slow especially clustered distributed environment splitting space causes problems entities end shares small big identifiers generated without taking measures make unpredictable protected means attacker might able view manipulate happens web applications separate authorization system protects objects whose identifier guessed attacker without access permission care must also taken use identifiers long enough make collisions unlikely given anticipated total number identifiers referred quot birthday paradox quot probability collision approximately number identifiers actually generated number distinct symbols alphabet length identifiers small number like less working shows chance collision among character identifiers probably less likely undetected errors cosmic rays etc comparison uuids according specification uuids designed unpredictable used session identifiers uuids standard format take lot space characters bits entropy bits quot random quot uuid selected randomly randomly chosen alphanumeric string packs entropy characters uuids flexible standardized structure layout chief virtue well main weakness collaborating outside party standardization offered uuids may helpful purely internal use inefficient,https://stackoverflow.com/questions/41107
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How to insert an item into an array at a specific index (JavaScript),want function native array object insert specified deleting items first insert example create array add element index,https://stackoverflow.com/questions/586182
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)","What is the ""-->"" operator in C++?",operator fact two separate operators conditional code decrements returning original decremented value compares original value using operator better understand statement could written follows,https://stackoverflow.com/questions/1642028
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How can I delete all of my Git stashes at once?,following command deletes stashes git documentation remove stashed states important warning states subject pruning may impossible recover,https://stackoverflow.com/questions/11369375
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",window.onload vs $(document).ready(),event occurs html document loaded event occurs later content images also loaded event standard event dom event specific jquery purpose event occur early possible document loaded code adds functionality elements page wait content load,https://stackoverflow.com/questions/3698200
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How do you do block comments in YAML?,yaml supports inline comments support block comments wikipedia comments begin number sign start anywhere line continue end line comparison json also wikipedia syntax differences subtle seldom arise practice json allows extended charactersets like utf yaml requires space separators like comma equals colon json non standard implementations json extend grammar include javascript comments handling edge cases may require light pre processing json parsing line yaml,https://stackoverflow.com/questions/2276572
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",What does enctype='multipart/form-data' mean?,make post request encode data forms body request way html forms provide three methods encoding default work done adding abandoned encodings possible http requests generated using means html form submission json common format use web services still use soap specifics formats matter developers important points never use writing client side code use form includes elements otherwise use efficient writing server side code use prewritten form handling library perl one exposed php superglobal take care differences bother trying parse raw input received server sometimes find library handle formats node js popular library handling form data body parser cannot handle multipart requests documentation recommends alternatives writing debugging library parsing generating raw data need start worrying format might also want know interest sake less query string end url significantly complicated allows entire files included data example result found html specification introduced html useful debugging spec reliably interpretable computer would argue others combined tools like network panel developer tools browsers better,https://stackoverflow.com/questions/4526273
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",JavaScriptSerializer - JSON serialization of enum as string,found json net provides exact functionality looking attribute details available documentation places configure converter globally enum want enum always serialized deserialized string case anyone wants avoid attribute decoration add converter jsonserializer suggested bj rn egil work every enum sees serialization suggested travis jsonconverter suggested banana additionally control casing whether numbers still accepted using stringenumconverter namingstrategy boolean constructor,https://stackoverflow.com/questions/2441290
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",How to check if a string contains a substring in Bash,use marcus answer wildcards outside case statement use double brackets note spaces needle string need placed double quotes wildcards outside also note simple comparison operator used regex operator,https://stackoverflow.com/questions/229551
"Exception in thread ""main"" java.lang.NullPointerException: Cannot invoke ""String.length()"" because ""str"" is null     at com.example.MyClass.myMethod(MyClass.java:10)     at com.example.MyClass.main(MyClass.java:5)",Break a previous commit into multiple commits,first start clean working directory show pending modifications deletions additions decide commit want split splitting recent commit split apart recent commit first commit pieces individually usual way producing many commits need splitting commit farther back requires rebasing rewriting history specify correct commit several choices three commits back many commits back farther back tree want count sha commit want split different branch feature branch want merge get rebase edit screen find commit want break apart beginning line replace short save buffer exit rebase stop commit want edit commit pieces individually usual way producing many commits need finally,https://stackoverflow.com/questions/6217156
